,species,latitude,longitude,nummosquitos,month,day,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,Sunrise,Sunset,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,wnvpresent
1921,3,41.869107,-87.696293,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1922,1,41.869107,-87.696293,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1923,2,41.719059,-87.675088,6,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1924,1,41.719059,-87.675088,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1925,2,41.966987,-87.674677,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1926,1,41.966987,-87.674677,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1927,2,41.923738,-87.785288,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1928,3,41.923738,-87.785288,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1929,1,41.923738,-87.785288,26,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1930,6,41.923738,-87.785288,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1931,2,41.970248,-87.787992,49,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1932,1,41.970248,-87.787992,44,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1933,2,42.010412,-87.66214,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1934,1,42.010412,-87.66214,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1935,2,41.89923,-87.716788,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1936,1,41.89923,-87.716788,9,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1937,2,41.692555,-87.598865,6,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1938,1,41.692555,-87.598865,9,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1939,2,41.94016,-87.794896,48,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1940,2,41.94016,-87.794896,32,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1941,1,41.94016,-87.794896,21,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1942,1,41.94016,-87.794896,42,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1943,2,41.903002,-87.688267,9,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1944,1,41.903002,-87.688267,7,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1945,2,41.942114,-87.776385,7,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1946,1,41.942114,-87.776385,5,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1947,2,41.960616,-87.777189,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1948,1,41.960616,-87.777189,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1949,2,41.883284,-87.705085,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1950,2,41.704336,-87.703736,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1951,3,41.704336,-87.703736,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1952,1,41.704336,-87.703736,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1953,2,41.962728,-87.748367,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1954,2,41.836644,-87.677737,9,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1955,3,41.836644,-87.677737,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
1956,1,41.836644,-87.677737,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1957,2,41.837085,-87.729384,5,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1958,3,41.837085,-87.729384,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1959,1,41.837085,-87.729384,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1960,2,41.911824,-87.726737,20,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1961,3,41.911824,-87.726737,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1962,1,41.911824,-87.726737,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1963,1,41.823065,-87.678378,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1964,2,41.801179,-87.679447,16,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1965,1,41.801179,-87.679447,35,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
1966,1,41.800737,-87.71188,8,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1967,2,41.778297,-87.752411,41,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1968,2,41.778297,-87.752411,29,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1969,3,41.778297,-87.752411,5,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1970,1,41.778297,-87.752411,47,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1971,1,41.778297,-87.752411,33,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1972,6,41.778297,-87.752411,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1973,2,41.77166,-87.703047,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1974,3,41.77166,-87.703047,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1975,1,41.77166,-87.703047,20,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
1976,2,41.759346,-87.745602,19,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1977,1,41.759346,-87.745602,5,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1978,2,41.768388,-87.678649,18,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1979,1,41.768388,-87.678649,8,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1980,2,41.797616,-87.797894,11,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1981,1,41.797616,-87.797894,5,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1982,2,41.781416,-87.776532,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1983,2,41.773215,-87.60088,20,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1984,1,41.773215,-87.60088,14,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1985,2,41.822536,-87.666343,43,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1986,2,41.822536,-87.666343,43,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1987,3,41.822536,-87.666343,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1988,1,41.822536,-87.666343,39,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
1989,2,41.799282,-87.585487,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1990,3,41.799282,-87.585487,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1991,1,41.799282,-87.585487,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1992,2,41.794781,-87.615989,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1993,2,41.778748,-87.586427,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1994,2,41.766202,-87.562889,15,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1995,1,41.766202,-87.562889,6,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1996,6,41.766202,-87.562889,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1997,2,41.754676,-87.612922,6,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1998,1,41.754676,-87.612922,5,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
1999,2,41.821582,-87.627796,20,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2000,1,41.821582,-87.627796,26,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2001,2,41.803423,-87.642984,30,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2002,2,41.803423,-87.642984,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2003,2,41.803423,-87.642984,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2004,3,41.803423,-87.642984,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2005,1,41.803423,-87.642984,36,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
2006,1,41.803423,-87.642984,43,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2007,1,41.754292,-87.590773,5,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2008,2,41.798697,-87.736812,24,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2009,2,41.798697,-87.736812,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2010,3,41.798697,-87.736812,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2011,1,41.798697,-87.736812,23,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
2012,2,41.776156,-87.778927,20,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
2013,1,41.776156,-87.778927,26,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,1
2014,2,41.82561,-87.726549,18,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2015,1,41.82561,-87.726549,13,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2016,1,41.673408,-87.599862,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2017,2,41.726465,-87.585413,7,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2018,1,41.726465,-87.585413,3,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2019,2,41.729669,-87.582699,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2020,1,41.729669,-87.582699,9,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2021,2,41.74785,-87.702716,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2022,2,41.644612,-87.604498,10,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2023,1,41.644612,-87.604498,15,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2024,2,41.733643,-87.55551,4,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2025,1,41.733643,-87.55551,2,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2026,2,41.717753,-87.531657,32,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2027,1,41.717753,-87.531657,34,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2028,2,41.750498,-87.605294,15,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2029,1,41.750498,-87.605294,18,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2030,2,41.702724,-87.536497,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2031,2,41.702724,-87.536497,33,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2032,2,41.702724,-87.536497,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2033,2,41.702724,-87.536497,20,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2034,2,41.702724,-87.536497,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2035,2,41.702724,-87.536497,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2036,1,41.702724,-87.536497,50,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2037,1,41.702724,-87.536497,18,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2038,1,41.702724,-87.536497,46,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2039,1,41.702724,-87.536497,43,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2040,4,41.702724,-87.536497,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2041,6,41.702724,-87.536497,6,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2042,2,41.984809,-87.728492,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2043,1,41.984809,-87.728492,1,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2044,2,41.772846,-87.740029,6,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2045,1,41.772846,-87.740029,7,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2046,2,41.825902,-87.667827,14,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2047,1,41.825902,-87.667827,6,8,15,80,71,76,4,67,70.0,11,459,1854,29.17,29.89,3.4,7,5.8,0
2048,2,41.673408,-87.599862,10,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2049,2,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2050,2,41.673408,-87.599862,44,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2051,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2052,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2053,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2054,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2055,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2056,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2057,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2058,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2059,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2060,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2061,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2062,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2063,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2064,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2065,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2066,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2067,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2068,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2069,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2070,1,41.673408,-87.599862,32,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2071,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2072,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2073,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2074,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2075,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2076,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2077,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2078,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2079,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2080,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2081,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2082,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2083,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2084,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2085,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2086,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2087,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2088,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2089,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2090,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2091,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2092,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2093,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2094,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2095,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2096,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2097,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2098,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2099,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2100,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2101,1,41.673408,-87.599862,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2102,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2103,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2104,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2105,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2106,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2107,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2108,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2109,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2110,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2111,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2112,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2113,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2114,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2115,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2116,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2117,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2118,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2119,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2120,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2121,1,41.726465,-87.585413,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2122,2,41.704572,-87.565666,48,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2123,2,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2124,1,41.704572,-87.565666,39,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2125,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2126,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2127,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2128,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2129,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2130,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2131,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,1
2132,1,41.704572,-87.565666,45,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2133,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2134,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2135,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2136,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2137,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2138,1,41.704572,-87.565666,50,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
2139,1,41.704572,-87.565666,37,8,16,77,65,71,-1,64,67.0,6,500,1852,29.28,29.97,3.6,1,5.7,0
